num_tries,boost_used,attack_duration,score,character_type,hitpoints
183.0,0.0,17.0,2281.2311406,2,2622
131.0,1.0,37.0,2322.647363,1,1202
122.0,1.0,16.0,3267.6501581,0,923
189.0,0.0,16.0,3550.3952569,0,2289
164.0,1.0,49.0,2274.7826087,2,1459
291.0,1.0,28.0,3349.8871332,0,2230
1062.0,1.0,39.0,4686.3627837,3,2677
211.0,0.0,29.0,4847.44342,2,1297
45.0,0.0,24.0,3120.1550388,1,1996
97.0,1.0,36.0,4538.2932166,0,729
114.0,0.0,20.0,2881.9599109,0,729
246.0,1.0,42.0,4839.8607485,1,1339
351.0,1.0,40.0,2963.7030995,2,2622
1037.0,1.0,48.0,3916.308612,0,1084
219.0,0.0,11.0,4606.1946903,2,2591
109.0,1.0,25.0,2753.309266,0,2248
144.0,1.0,18.0,3557.0175439,1,1996
37.0,1.0,44.0,6007.1942445,3,2994
101.0,0.0,39.0,2785.8099063,1,1339
203.0,0.0,21.0,3809.7826087,2,1902
69.0,0.0,15.0,4490.6666667,0,2826
388.0,1.0,40.0,2094.2153494,0,2557
92.0,0.0,14.0,3383.7579618,1,1633
98.0,1.0,43.0,2540.2906209,1,1786
139.0,0.0,25.0,3748.6979167,3,2101
239.0,1.0,19.0,2629.0224651,2,2848
29.0,0.0,25.0,7045.8715596,1,1278
173.0,1.0,30.0,3620.5405405,0,2539
129.0,1.0,24.0,2479.8962386,1,557
45.0,0.0,19.0,3977.7777778,0,931
650.0,1.0,43.0,2949.942241,2,1339
38.0,1.0,15.0,2990.8256881,0,1043
43.0,1.0,35.0,3574.074074,3,2121
76.0,1.0,29.0,4931.5068493,3,2677
133.0,0.0,13.0,3947.6190476,1,788
362.0,1.0,20.0,3388.2252559,2,2622
160.0,1.0,25.0,3411.7647059,2,2622
329.0,0.0,46.0,2436.9655172,3,1415
263.0,0.0,46.0,3548.8940629,1,1339
78.0,0.0,38.0,3255.4455445,2,2770
113.0,0.0,23.0,3342.5414365,0,2557
168.0,0.0,30.0,4784.1451767,3,2029
443.0,0.0,25.0,3164.1916503,2,713
44.0,0.0,18.0,3042.9184549,1,1370
249.0,0.0,23.0,4663.476874,3,2677
390.0,0.0,25.0,4085.7279693,3,2559
176.0,1.0,23.0,2783.8519765,1,557
181.0,1.0,16.0,3643.7429538,0,2826
109.0,1.0,23.0,4070.0389105,0,2289
151.0,1.0,29.0,4496.6532797,1,1339
65.0,0.0,32.0,2532.0754717,3,1415
191.0,1.0,48.0,3529.0640394,1,1339
443.0,1.0,28.0,3482.8443561,1,788
201.0,0.0,44.0,2670.8278581,0,1084
82.0,0.0,33.0,3922.8855721,2,2109
61.0,0.0,27.0,2314.5336226,1,2713
375.0,0.0,25.0,2291.7925478,3,1415
147.0,0.0,33.0,3000.0,3,1415
195.0,0.0,27.0,3636.1538461,3,1837
155.0,1.0,12.0,3691.4357682,3,1818
94.0,0.0,28.0,5120.1716738,1,2298
95.0,1.0,46.0,4870.1754386,2,713
31.0,0.0,11.0,4139.0728477,0,2572
299.0,0.0,11.0,3112.0643432,0,2557
233.0,0.0,43.0,2263.1016043,1,1992
26.0,0.0,21.0,3493.2432433,0,2289
84.0,1.0,30.0,4372.6541555,2,1401
214.0,0.0,22.0,2672.1078779,0,2248
237.0,0.0,33.0,3076.1904762,3,643
286.0,0.0,45.0,3102.5641026,2,1902
64.0,0.0,42.0,3097.2222222,1,1108
188.0,1.0,33.0,1953.396968,0,2248
103.0,0.0,24.0,3098.9690721,2,2058
362.0,0.0,33.0,2442.9479985,0,2248
83.0,1.0,35.0,2696.8085106,3,1837
88.0,0.0,33.0,3169.3121693,3,1926
106.0,0.0,29.0,2068.2068207,0,900
388.0,1.0,25.0,2489.7807507,0,2230
157.0,0.0,41.0,2263.670412,0,2248
56.0,0.0,21.0,3540.9836065,2,2058
94.0,1.0,13.0,3301.2477718,2,1902
121.0,1.0,19.0,3553.8793104,2,2058
262.0,1.0,18.0,3581.4552479,2,713
480.0,1.0,29.0,4736.5328109,1,1313
484.0,1.0,26.0,2785.1307189,3,2677
147.0,1.0,24.0,1983.7758112,0,900
35.0,0.0,28.0,2962.9629629,1,2091
147.0,1.0,15.0,2902.5915996,0,2185
92.0,1.0,14.0,3940.3794038,3,2994
72.0,1.0,13.0,2440.4761905,0,1043
114.0,0.0,32.0,3658.1325301,0,2289
68.0,0.0,38.0,3466.4179104,2,2058
45.0,0.0,30.0,4500.0,0,2289
206.0,1.0,35.0,2555.9025609,2,2622
45.0,1.0,21.0,4142.1052632,2,2058
198.0,1.0,36.0,3451.1336982,1,2298
84.0,1.0,11.0,4205.7522124,1,2298
126.0,0.0,10.0,2519.2771084,1,1260
276.0,0.0,31.0,3883.797054,0,2760
103.0,0.0,43.0,4647.706422,2,1297
195.0,0.0,28.0,2948.1000927,0,2557
293.0,0.0,48.0,2883.273703,0,2557
414.0,0.0,26.0,2627.3637375,3,2101
114.0,1.0,29.0,3636.4692218,1,1278
257.0,0.0,27.0,2604.3237808,2,1902
137.0,0.0,47.0,3282.5112108,0,2557
395.0,1.0,28.0,4400.097229,2,2109
347.0,1.0,35.0,4737.0801033,1,1440
577.0,1.0,14.0,2443.1434362,0,2248
48.0,0.0,18.0,3410.5263158,0,2185
61.0,1.0,14.0,1909.9236641,3,1837
1005.0,1.0,12.0,2821.3975425,2,713
34.0,0.0,34.0,2716.4179104,2,2622
128.0,1.0,44.0,6427.4509804,2,713
198.0,1.0,24.0,4097.6190477,0,754
197.0,0.0,46.0,2016.9902913,1,1169
224.0,1.0,42.0,3347.4178404,2,1475
64.0,1.0,49.0,1803.8942976,0,2612
228.0,0.0,34.0,2684.8484849,1,1440
79.0,1.0,10.0,3780.3738318,2,2109
55.0,1.0,37.0,4066.4335664,2,2848
194.0,1.0,20.0,2953.030303,1,1996
356.0,1.0,26.0,5272.2408026,1,1339
191.0,1.0,35.0,5955.4597701,1,1339
77.0,0.0,22.0,2364.8648649,3,1415
134.0,1.0,33.0,2480.9236948,2,1028
131.0,1.0,20.0,4155.9633028,1,2091
241.0,1.0,42.0,3488.444722,3,1415
49.0,0.0,13.0,3700.3257329,1,1108
160.0,1.0,49.0,3238.4279476,3,1415
135.0,0.0,25.0,3981.8481848,3,1818
155.0,1.0,31.0,3681.0865191,1,1992
395.0,1.0,41.0,4557.0916538,2,1428
259.0,0.0,30.0,3324.4781783,0,2572
218.0,1.0,33.0,3390.3780069,0,2557
169.0,0.0,42.0,3024.0770465,3,643
182.0,0.0,23.0,3285.2280463,2,1297
65.0,1.0,29.0,4500.0,3,705
74.0,1.0,25.0,2811.2149533,1,1992
23.0,0.0,23.0,5095.5882353,0,1043
70.0,0.0,38.0,4389.3333334,1,1339
158.0,0.0,10.0,3582.9042224,2,2848
70.0,0.0,11.0,2207.3170732,3,643
298.0,1.0,38.0,4307.0123748,1,1339
46.0,0.0,15.0,1817.9487179,0,2866
49.0,1.0,34.0,4786.8852459,2,1475
331.0,1.0,36.0,4473.6451374,0,2289
43.0,1.0,35.0,2982.6086957,1,1202
63.0,1.0,49.0,3496.5986395,1,1992
201.0,1.0,26.0,3589.376054,1,1278
272.0,1.0,11.0,2834.4370861,3,963
112.0,0.0,26.0,2996.6405375,1,788
381.0,1.0,18.0,2751.6254876,2,2770
21.0,0.0,34.0,2924.8120301,0,2230
203.0,1.0,44.0,2443.3634469,3,2101
11.0,0.0,20.0,1945.6521739,2,1459
218.0,0.0,49.0,3706.4676617,2,2622
135.0,0.0,41.0,2435.875943,3,1415
133.0,1.0,31.0,3070.8661417,0,2289
71.0,0.0,47.0,3576.9230769,0,1282
176.0,0.0,48.0,2201.2195122,0,931
90.0,0.0,19.0,4825.4364089,0,2230
180.0,1.0,20.0,2801.297648,0,2406
147.0,1.0,39.0,4808.6124402,0,2735
109.0,0.0,26.0,2837.7308707,2,1401
66.0,0.0,34.0,3082.2429906,0,2826
50.0,1.0,33.0,3598.8700565,1,788
83.0,1.0,45.0,2572.6072607,0,900
64.0,1.0,25.0,4030.5084746,0,2866
174.0,0.0,40.0,6891.9925511,1,1313
282.0,1.0,22.0,3228.7878788,1,2298
195.0,1.0,19.0,2027.9046169,3,1415
19.0,0.0,11.0,3483.3333333,3,963
110.0,0.0,15.0,4165.2542373,2,713
400.0,1.0,49.0,3876.3998341,2,713
458.0,0.0,14.0,3284.8879248,2,1902
72.0,1.0,40.0,4049.8812352,2,1475
652.0,1.0,36.0,4067.3336939,2,1297
57.0,0.0,17.0,2287.0159453,0,900
262.0,1.0,15.0,2671.5410574,0,2248
134.0,1.0,41.0,3889.5558223,0,2557
32.0,0.0,36.0,2351.3513514,3,648
228.0,1.0,14.0,2458.1535807,3,2559
320.0,1.0,39.0,4100.2832861,2,713
171.0,0.0,22.0,4019.6078431,3,1837
106.0,0.0,41.0,4020.3125,2,1297
142.0,0.0,49.0,2806.5843621,0,2406
40.0,1.0,43.0,4038.0952381,3,1818
94.0,0.0,36.0,2993.6102236,0,2406
149.0,0.0,15.0,2715.2777778,3,1074
98.0,1.0,31.0,2756.462585,1,1633
38.0,1.0,42.0,2150.1416431,1,1992
119.0,0.0,10.0,2259.5837897,3,1818
31.0,1.0,28.0,6285.7142857,2,1475
339.0,0.0,23.0,3412.0926243,2,1297
223.0,1.0,27.0,3529.4117647,0,1084
114.0,0.0,31.0,3392.9058663,2,1297
62.0,0.0,26.0,3019.7044335,0,2289
601.0,0.0,37.0,2907.5334428,0,1282
214.0,0.0,19.0,2852.7542373,1,2298
204.0,1.0,17.0,1934.9593496,2,1459
516.0,0.0,35.0,3704.0895061,2,2058
553.0,0.0,15.0,3906.1764706,2,713
204.0,0.0,39.0,2418.5888738,1,2091
361.0,1.0,34.0,2260.8883139,0,2258
395.0,1.0,30.0,6966.162707,3,2677
246.0,0.0,47.0,4409.5063986,3,1818
306.0,0.0,19.0,2216.8624161,0,2846
114.0,1.0,48.0,2054.2299349,0,2248
131.0,1.0,10.0,3988.9162562,1,1339
373.0,1.0,41.0,4416.714042,0,729
20.0,0.0,38.0,4677.7777778,1,788
59.0,0.0,13.0,2574.0,1,2081
163.0,0.0,32.0,3475.8983348,3,1225
48.0,0.0,39.0,3150.8196721,0,931
394.0,0.0,10.0,3993.3598937,1,1108
117.0,0.0,45.0,4454.9483014,2,1297
196.0,1.0,16.0,3563.6687444,3,2677
131.0,0.0,22.0,2244.2996743,2,2058
339.0,0.0,45.0,3002.2581859,3,1415
105.0,1.0,39.0,4047.1380472,3,2677
179.0,0.0,16.0,4947.8168264,2,713
16.0,1.0,45.0,4512.8205128,3,643
153.0,1.0,32.0,3220.4234122,2,1929
291.0,1.0,40.0,3819.7969543,3,2677
143.0,1.0,17.0,2523.4567901,0,2248
141.0,1.0,10.0,2562.6794258,0,2248
671.0,0.0,41.0,3307.9568906,3,2677
148.0,1.0,45.0,2927.8455284,2,2217
110.0,1.0,12.0,2945.3551912,0,1579
99.0,1.0,26.0,3092.5925926,1,1260
313.0,1.0,46.0,3479.0276454,2,1428
171.0,1.0,46.0,1617.352614,0,1975
179.0,1.0,12.0,2248.8038278,3,2101
23.0,1.0,28.0,4513.7614679,0,2557
309.0,0.0,13.0,2251.7080187,0,2248
89.0,1.0,21.0,3023.480663,1,2091
157.0,0.0,24.0,5170.3204047,0,754
404.0,1.0,34.0,3329.7297297,3,2677
9.0,1.0,45.0,2104.6511628,2,1942
130.0,1.0,24.0,2947.4969475,2,1028
122.0,1.0,10.0,2028.7929125,1,557
252.0,1.0,44.0,2570.6836616,0,1282
208.0,1.0,35.0,4019.6428572,0,2289
1.0,1.0,45.0,2375.0,1,1278
365.0,0.0,17.0,3189.9736148,2,2109
229.0,1.0,19.0,4432.3458767,0,2557
25.0,1.0,20.0,3918.9189189,2,713
205.0,0.0,32.0,4154.0342298,2,1297
104.0,1.0,49.0,2311.3207547,0,1282
299.0,1.0,31.0,3559.0106007,0,2289
180.0,1.0,37.0,2361.1691023,0,754
91.0,1.0,37.0,3610.787172,1,1633
141.0,0.0,30.0,2210.4899931,0,2572
206.0,1.0,31.0,3243.9431913,3,2677
177.0,1.0,43.0,2538.2416011,0,2248
208.0,0.0,39.0,3102.9301277,0,1084
65.0,1.0,12.0,4218.4210526,2,1942
14.0,0.0,16.0,2621.9512195,3,1818
111.0,0.0,24.0,4713.4052388,1,1633
124.0,1.0,37.0,2822.368421,1,2091
111.0,0.0,46.0,2881.9672131,0,2289
199.0,1.0,21.0,3910.7373868,2,2058
271.0,0.0,22.0,2139.5998139,0,931
119.0,0.0,49.0,3957.2901326,3,1225
24.0,0.0,20.0,8369.0476191,2,713
190.0,1.0,21.0,2640.7053637,1,2091
215.0,0.0,42.0,2054.0872772,0,2248
115.0,1.0,29.0,2553.4521158,0,2557
190.0,1.0,17.0,2899.2568126,2,2622
79.0,1.0,19.0,5974.8201438,0,1579
659.0,1.0,22.0,3176.4156814,3,2313
74.0,0.0,26.0,3940.8163265,2,713
301.0,0.0,29.0,3331.9006686,3,2677
153.0,0.0,40.0,5155.5153707,1,1313
98.0,1.0,15.0,3395.6639566,3,2205
119.0,0.0,32.0,2961.1752361,2,1339
76.0,1.0,13.0,3716.6979362,3,2677
300.0,0.0,48.0,3030.4849884,1,1278
94.0,1.0,29.0,2570.327553,3,1074
241.0,1.0,46.0,3544.2600277,1,2081
80.0,0.0,16.0,3085.5263158,1,1339
87.0,1.0,27.0,6030.5555556,2,1401
218.0,0.0,49.0,3679.297597,0,2289
54.0,1.0,19.0,1836.3636364,0,2248
243.0,1.0,15.0,4223.0769231,0,931
363.0,0.0,30.0,2676.3779527,0,1975
157.0,0.0,10.0,2759.5129376,1,1992
294.0,0.0,43.0,2591.0828026,0,2572
188.0,1.0,38.0,3752.1434139,2,1428
156.0,0.0,35.0,3500.0,1,788
233.0,0.0,18.0,4838.254172,2,2058
101.0,1.0,25.0,3119.7604791,0,2230
345.0,1.0,37.0,4501.8270402,1,1260
231.0,1.0,24.0,3502.9985007,1,1633
141.0,1.0,27.0,2959.9198397,1,788
139.0,1.0,24.0,3464.6153846,0,2258
259.0,0.0,43.0,4031.2292359,2,1297
33.0,0.0,17.0,3291.0798122,1,1339
93.0,0.0,44.0,3238.9830509,1,697
115.0,1.0,37.0,4328.8770053,0,2735
138.0,0.0,26.0,4082.8402367,3,2677
180.0,0.0,42.0,2952.7498064,1,1786
176.0,0.0,34.0,2865.5462185,2,2109
252.0,0.0,37.0,3215.9468439,3,1837
70.0,0.0,23.0,3949.1017964,3,1248
82.0,0.0,25.0,3232.0117474,1,2091
159.0,0.0,38.0,4346.031746,2,1297
254.0,0.0,18.0,3001.4556041,0,2248
148.0,0.0,10.0,2340.8541499,2,2622
338.0,1.0,23.0,6190.3039073,3,1837
502.0,0.0,45.0,4497.9883773,0,1282
42.0,0.0,13.0,2973.5973597,2,2848
10.0,1.0,26.0,3686.2745098,0,2289
54.0,1.0,47.0,4859.7785978,3,1837
56.0,1.0,29.0,4204.8192771,3,2677
167.0,0.0,32.0,3592.4256087,2,1297
305.0,1.0,35.0,2523.8296078,2,2622
109.0,0.0,12.0,3472.0,0,900
231.0,1.0,16.0,2437.745098,0,2557
433.0,0.0,43.0,2990.7506226,0,2557
57.0,1.0,15.0,3073.0337079,3,1074
50.0,0.0,34.0,3577.4193548,1,2091
152.0,0.0,10.0,3549.8154982,3,643
31.0,1.0,26.0,4868.4210527,3,1818
306.0,1.0,42.0,3397.7135981,2,707
96.0,1.0,22.0,3238.5964912,3,1818
281.0,1.0,19.0,2050.5596295,0,2248
506.0,0.0,43.0,3405.7315234,3,2677
178.0,0.0,17.0,2737.7807134,3,2205
180.0,0.0,40.0,1973.541384,1,1932
194.0,0.0,44.0,4225.7525084,1,697
139.0,1.0,45.0,2631.6742081,1,1899
154.0,1.0,26.0,3227.5510204,1,1339
382.0,1.0,49.0,3625.1944012,0,2289
426.0,0.0,28.0,1921.1915535,0,2919
210.0,0.0,19.0,4035.4978355,2,1475
23.0,1.0,35.0,2900.990099,2,2058
388.0,0.0,41.0,3216.3814181,3,1837
274.0,1.0,12.0,3700.348432,3,1818
151.0,1.0,45.0,4270.9923664,0,2406
359.0,1.0,11.0,3517.0382836,3,2677
76.0,0.0,26.0,2676.1904762,0,900
163.0,0.0,18.0,3339.9800598,3,2677
186.0,0.0,34.0,3296.3279249,0,2557
99.0,1.0,38.0,2913.6490251,1,1339
139.0,1.0,27.0,2767.1497584,3,2205
55.0,0.0,17.0,2378.0821918,0,2919
23.0,1.0,37.0,3578.125,0,1084
188.0,1.0,36.0,3438.0378658,2,713
32.0,1.0,34.0,1775.7009346,0,2248
84.0,0.0,19.0,5263.6986301,2,1929
118.0,0.0,19.0,3342.8217822,0,2557
108.0,0.0,10.0,3550.2717391,0,1975
214.0,1.0,43.0,5273.5042735,1,1339
239.0,0.0,22.0,3422.705314,2,2109
115.0,1.0,32.0,2251.3904338,2,1902
124.0,0.0,25.0,4933.7748345,2,1297
399.0,1.0,45.0,3792.2136714,0,2557
218.0,0.0,29.0,2465.8714381,3,2559
36.0,0.0,17.0,2427.184466,2,2622
329.0,0.0,20.0,2834.2741935,0,2557
33.0,0.0,22.0,2491.2891986,0,931
181.0,0.0,32.0,2962.4876604,1,1370
272.0,1.0,14.0,3882.39159,3,2677
102.0,0.0,14.0,4144.1605839,0,2557
125.0,1.0,47.0,3182.2600243,0,2185
117.0,0.0,33.0,2886.7235079,3,2677
131.0,0.0,11.0,3500.5624297,2,1428
347.0,0.0,48.0,4207.9072937,2,2109
26.0,0.0,29.0,6750.0,2,2109
45.0,1.0,37.0,5449.9999999,2,2591
159.0,0.0,38.0,5219.3087008,3,2121
82.0,1.0,27.0,3738.6363637,0,2557
22.0,1.0,32.0,2789.4736842,0,2826
49.0,0.0,34.0,7673.9130435,3,2994
114.0,0.0,25.0,3372.9456385,1,1633
149.0,0.0,29.0,2801.8318068,0,2185
117.0,1.0,38.0,3652.0,2,713
181.0,1.0,26.0,3253.1539108,0,1554
935.0,0.0,44.0,3370.6433287,0,2557
418.0,1.0,21.0,3826.7786125,3,2121
189.0,1.0,42.0,3787.4015748,2,713
23.0,1.0,35.0,4190.0826446,2,1406
856.0,1.0,29.0,6544.2717745,1,1339
198.0,0.0,29.0,2745.2415813,0,1282
25.0,1.0,46.0,5441.6666667,2,2109
65.0,0.0,46.0,3265.4867256,2,713
136.0,0.0,14.0,3379.7841021,2,1339
139.0,1.0,33.0,3688.1067961,3,1837
207.0,1.0,42.0,2723.0392157,3,1415
17.0,1.0,15.0,4058.8235294,0,1043
150.0,0.0,28.0,3972.0930233,2,1401
102.0,1.0,18.0,4466.5127021,2,2591
117.0,1.0,24.0,4050.5902192,2,1401
108.0,1.0,29.0,3105.5456172,0,1282
193.0,1.0,33.0,3017.8723404,3,1538
659.0,0.0,45.0,6391.9852602,1,1339
401.0,1.0,20.0,2540.4632542,3,1415
235.0,0.0,20.0,2796.2962963,3,2205
113.0,0.0,12.0,2607.6210093,3,1415
82.0,1.0,27.0,5833.3333333,2,1297
54.0,0.0,16.0,3095.1008646,1,1370
151.0,0.0,11.0,2273.929471,3,1415
41.0,0.0,28.0,3246.3768116,0,2826
117.0,1.0,42.0,3500.8347245,0,2557
4423.0,1.0,24.0,3201.11027,0,1043
97.0,1.0,26.0,3972.179289,3,1074
261.0,0.0,16.0,3470.5075446,3,1392
219.0,0.0,30.0,3092.9064658,3,2205
223.0,0.0,26.0,3888.1987578,2,1297
119.0,1.0,33.0,4027.4725275,0,2289
212.0,0.0,13.0,3423.0459307,1,1108
79.0,0.0,34.0,4691.8918919,0,2230
76.0,1.0,20.0,2964.8351648,2,1401
68.0,0.0,42.0,3419.9535963,1,788
29.0,1.0,22.0,4839.6226415,0,2289
159.0,0.0,12.0,3840.5172414,3,2677
38.0,0.0,47.0,3162.3616236,1,1992
49.0,0.0,30.0,3327.5862069,2,2058
564.0,0.0,35.0,4272.4014337,3,2677
39.0,1.0,26.0,2758.4541063,3,2313
153.0,0.0,45.0,5207.2192513,3,643
814.0,1.0,33.0,4329.1032149,3,2677
315.0,0.0,37.0,2570.5204609,2,1428
103.0,1.0,43.0,4347.4576272,3,567
137.0,0.0,14.0,2539.6188566,3,2024
56.0,0.0,12.0,8864.321608,2,1297
127.0,0.0,38.0,4028.3553875,2,2591
111.0,0.0,31.0,4153.0612245,0,2289
148.0,0.0,43.0,2544.7316103,2,707
121.0,1.0,11.0,2928.4928493,0,2230
133.0,1.0,28.0,2290.3780069,2,2770
163.0,1.0,10.0,2576.7284992,0,2572
171.0,0.0,38.0,4780.7570978,1,1313
113.0,1.0,14.0,3865.7587548,0,2289
125.0,0.0,29.0,2994.9186992,0,2760
92.0,0.0,34.0,2488.2697947,0,1282
179.0,0.0,39.0,2675.862069,3,2559
264.0,1.0,38.0,1706.991359,2,1459
78.0,0.0,32.0,2596.0784313,1,1996
87.0,1.0,40.0,3096.9899665,1,1633
141.0,1.0,38.0,3425.5568581,0,2289
216.0,1.0,46.0,3451.3137558,1,2298
352.0,0.0,16.0,3476.3271162,0,2230
153.0,1.0,40.0,3005.6625141,1,1260
124.0,0.0,43.0,2629.5843521,0,1084
188.0,0.0,33.0,3182.0652174,0,1084
73.0,1.0,26.0,4540.9836066,1,1108
26.0,0.0,29.0,3068.9655173,3,567
60.0,1.0,19.0,3722.9551451,3,1837
68.0,1.0,36.0,5459.090909,0,2289
104.0,0.0,21.0,3412.4748491,3,567
230.0,0.0,23.0,2553.0821918,1,2091
276.0,1.0,13.0,3794.0740741,1,1339
364.0,1.0,26.0,4131.0444874,2,713
94.0,0.0,36.0,3314.9466192,0,2406
85.0,0.0,44.0,3442.516269,2,2622
77.0,1.0,16.0,2810.3792415,1,1202
208.0,1.0,44.0,3422.5019669,2,1475
556.0,1.0,14.0,4404.9036778,2,2109
145.0,1.0,18.0,2648.7367563,0,2406
73.0,0.0,33.0,3301.8480493,0,2826
185.0,0.0,47.0,5018.115942,1,2298
326.0,0.0,11.0,2891.3151365,1,1119
18.0,0.0,25.0,5675.0000001,1,1339
104.0,0.0,49.0,4058.4795321,2,2058
200.0,1.0,31.0,2627.8705637,3,1074
105.0,1.0,47.0,2941.8457649,0,900
655.0,1.0,29.0,2946.7343056,3,2677
452.0,0.0,20.0,3389.7727273,3,1837
58.0,0.0,14.0,2191.2350598,1,1932
231.0,1.0,12.0,2486.3445378,0,2539
338.0,1.0,14.0,2599.0116484,2,1339
143.0,0.0,37.0,2842.435094,2,2622
999.0,0.0,35.0,3698.958538,3,1926
78.0,0.0,47.0,4151.7857143,2,713
141.0,0.0,42.0,3678.5714285,2,2109
111.0,1.0,28.0,5281.8371608,1,1339
109.0,1.0,36.0,2889.1719745,1,2081
379.0,1.0,35.0,3890.21043,1,2298
150.0,1.0,34.0,2838.0487805,3,963
82.0,1.0,35.0,4528.3950618,0,2557
108.0,1.0,44.0,3043.3333333,3,1837
255.0,0.0,39.0,3364.6759847,2,601
66.0,0.0,46.0,4030.2267002,1,1339
139.0,1.0,24.0,3980.7162535,3,2677
21.0,1.0,43.0,2513.1578947,1,788
274.0,0.0,26.0,3248.340708,1,1278
121.0,0.0,18.0,3244.9528937,2,2622
209.0,1.0,26.0,3605.2344602,3,2994
159.0,1.0,15.0,3588.8252149,3,2313
194.0,1.0,18.0,3145.2513966,2,2058
3.0,0.0,44.0,1347.826087,2,1459
80.0,0.0,36.0,5547.0383275,0,1084
393.0,1.0,21.0,1925.5940787,0,1587
167.0,1.0,39.0,2380.4500703,0,2557
267.0,0.0,48.0,3800.0,1,1339
530.0,1.0,15.0,3655.2006552,3,1415
92.0,0.0,41.0,3089.8502496,2,2622
49.0,0.0,15.0,3678.700361,1,1339
37.0,0.0,27.0,2239.4366197,2,2848
102.0,0.0,11.0,3312.599681,0,2406
114.0,0.0,40.0,4405.3497943,3,567
235.0,1.0,10.0,2307.277628,0,2248
164.0,1.0,15.0,4074.6268657,3,2101
30.0,0.0,48.0,2671.957672,0,2866
176.0,1.0,18.0,2874.6701847,2,1173
214.0,0.0,10.0,3319.3943764,0,2406
91.0,1.0,10.0,3160.7963247,2,2770
440.0,1.0,32.0,4122.542595,1,1633
421.0,0.0,29.0,3940.5815423,3,2994
190.0,0.0,46.0,2565.9251221,3,1074
61.0,1.0,37.0,6859.2057761,2,1297
77.0,1.0,13.0,3350.0,0,2826
95.0,0.0,28.0,3612.3853211,0,2289
415.0,1.0,35.0,3928.6021505,0,2557
17.0,0.0,31.0,5285.7142857,2,1428
279.0,1.0,44.0,3737.7948437,2,713
260.0,1.0,39.0,3486.7924528,1,1339
166.0,0.0,35.0,3793.5483871,0,1084
83.0,0.0,34.0,6790.9967846,1,1339
169.0,1.0,16.0,4273.2558139,0,2289
88.0,0.0,46.0,3337.6623377,0,1282
149.0,0.0,44.0,3913.1944445,3,1837
196.0,1.0,32.0,3065.6565656,1,720
72.0,0.0,24.0,4097.2972973,1,1614
292.0,1.0,48.0,3702.8508772,0,2557
232.0,0.0,40.0,3986.4743012,1,1996
8.0,0.0,25.0,5937.5,3,1818
228.0,1.0,30.0,4237.0106761,3,1415
170.0,1.0,30.0,3951.0676156,3,1837
123.0,0.0,22.0,5642.8571428,0,2289
231.0,0.0,38.0,2643.9189189,0,931
29.0,0.0,38.0,5324.6753247,2,713
160.0,1.0,10.0,2796.5009208,0,2557
257.0,0.0,30.0,3647.1877283,1,2298
218.0,1.0,18.0,2603.946102,3,1415
381.0,1.0,27.0,4388.5017421,1,1339
140.0,0.0,29.0,2655.1410373,3,2205
550.0,0.0,31.0,5169.3102176,0,2735
333.0,0.0,16.0,3615.9737418,2,1320
82.0,0.0,19.0,2553.8674033,1,1786
100.0,0.0,17.0,4298.44098,1,1614
78.0,0.0,46.0,4506.1728395,2,2109
70.0,1.0,15.0,5421.0526316,0,1579
174.0,1.0,43.0,2910.8561341,1,1339
137.0,1.0,14.0,2451.2820513,2,1339
161.0,1.0,25.0,1668.6967113,1,1932
331.0,1.0,34.0,4312.5,3,2677
528.0,0.0,23.0,3770.9772951,0,1084
222.0,0.0,29.0,5053.3333334,0,729
264.0,0.0,37.0,2714.8114075,2,2622
78.0,1.0,44.0,3267.6311031,1,1633
177.0,1.0,16.0,3105.0505051,3,2677
124.0,1.0,35.0,4065.9340659,3,1837
157.0,1.0,48.0,3357.9040853,2,713
208.0,1.0,13.0,2946.2450593,3,963
45.0,1.0,27.0,2689.8550724,1,2713
168.0,0.0,47.0,2782.8793774,0,1282
162.0,1.0,15.0,3192.0318725,1,1992
128.0,0.0,43.0,4457.5971731,1,1339
128.0,1.0,46.0,2111.9266055,0,900
198.0,1.0,45.0,3590.5325444,2,2058
33.0,1.0,39.0,4963.1901841,3,2121
28.0,1.0,21.0,5315.7894737,2,713
120.0,0.0,23.0,2595.6521739,0,1587
601.0,1.0,17.0,2045.1812124,3,1415
48.0,1.0,43.0,4600.0,0,2289
39.0,0.0,17.0,2900.0,0,900
125.0,1.0,45.0,2483.4578442,1,1992
23.0,0.0,22.0,4171.6417911,3,628
408.0,0.0,32.0,3460.0917431,1,1313
47.0,1.0,17.0,3569.5364238,2,713
18.0,0.0,25.0,2705.8823529,0,2185
98.0,0.0,11.0,3956.1904762,2,601
159.0,1.0,17.0,2392.2383922,1,1899
164.0,0.0,43.0,3061.791967,3,1818
201.0,0.0,31.0,5213.1822864,3,2121
200.0,1.0,13.0,3844.2559753,1,1633
154.0,1.0,27.0,2949.8806682,3,1926
592.0,1.0,21.0,2131.0638298,0,1282
134.0,0.0,12.0,2227.195946,0,2557
176.0,1.0,44.0,2845.7374831,3,1837
644.0,0.0,10.0,3911.3358419,2,713
113.0,1.0,31.0,2939.2712551,1,1313
145.0,1.0,22.0,2132.9923274,3,563
176.0,1.0,37.0,4391.4285714,2,2058
142.0,1.0,31.0,3594.5241199,3,1818
